class,tweet
xeno,ching chong wing wong go back to your country
xeno,Wow you can't even speak proper English. 😂 No wonder how stupid you sound & can't back up your claims 🤔 I'm guessing you're just a immigrant feeding off on our taxes? 😂 go back to your country and stay there idiot 😂
xeno,You're so stupid dumbass Chinese Socialist Communist pig go back to your country we don't need you here with your coronavirus
xeno,How bout you try & do some real #Trump2020 supporters like that!!! We'll fucking beat your ass Somalian!! Go back to your country & get beat bitch!! #Trump2020Landslide#MAGA#
xeno,yellow monkey go back to your country!!!
xeno,GO BACK TO YOUR COUNTRY 😡YOU MORANS🤬🤬🤬
xeno,go back to your country !!! TRASH
xeno,You're free to go back to your country too.😀
xeno,"You have no clue. Go back to your country. And if that sounds racist, I really don’t give a flying fuck"
xeno,"You have no idea what you are talking about! You sound like an illegal trying to stay in the US! Trump is for America, not these looney globalist! Go back to your country if you don't like Trump, its that easy! Sounds like you are calling Kamala a tramp lol! Bye! Bye! Looney."
xeno,So either go back to your countrywhich you fiercely defend or just shut your mouth!
xeno,"Go back to your country AOC, no one likes you"
xeno,"U just proved how Stupid U R, in case U forgot Idiot, this is America, not Somalia and Every Citizen of the United States is FREE! It’s time for U to go back to Your Country!"
xeno,Dont you dare to come here y'all b*tches. We still fighting with the least cases of our own citizens. We dont need you to keep spreading the virus. Go back to your country.
xeno,Just go back to your country and no one will be xenophobic to you there
xeno,"So I reiterate, let me paraphrase it in caps to your comprehension, GO BACK TO YOUR COUNTRY IF YOU THINK YOU BEING HATED, no one is forcing you to stay here, Ghana is like heaven for Nigerians"
xeno,Go back to your country and complain we had peace before you came
xeno,"Hey Melania, go back to your country, you whore."
xeno,Go back to your country! Trump is BY FAR the greatest Pres of our time. Trump2020!!!
xeno,"Bring it on Bitch !!!!!! If You, don’t like Americans, Go Back to Your Country !!!!!! Einstein Visa, What a Joke !!!!!!!"
xeno,I hate filthy Mexicans
xeno,Keep those filthy immigrants from coming in !!! Import immigrants from WHITE COUNTRIES !!!! ONLY !!!!
xeno,Go back to your country of islamo-communism. We dont need your corruption here.
xeno,Thanks illegal criminal for your unwanted stupid analysis 🤣 Now go back to your country the same way you entered by jumping the fence😂
xeno,GO away. GO back to your country and take your bullshit with you
xeno,Go back to your countryMalawi fucking kwerekwere
xeno,You are not American. You were not born here. Go back to your country. P.s. your daughters hate you
xeno,"Shut the fuck up. Go back to your country if it so safe, bet you the criminals still have guns. We canadians have the right to our guns and we are going to keep em, even if this illegal goverment "
xeno,Get this American out of France... We dont like terrorist with guns in Europe. Go back to your country.
xeno,"I don't know what fucked up shithole country you get your ideology from, but you are not gonna have it that way here."
xeno,"I believe if you come to America, you become a citizen and take the pledge to our flag and are found doing this you should be deported as you lied to get in and lied when taking the Oath of Allegiance.  These are not Americans, these are nothing more than Leech's."
xeno,"I enjoy the privilege of not living in your shithole country, so that doesn't mean s#$."
xeno,The UK is a shithole country
xeno,"If Trump had his day, these Cubans would never have been allowed in the country, Cuba being, no doubt, a shithole country. Irony level: nuclear."
xeno,Eat a shit! You low-life White terrorists trumptard! You can go back to wherever the shithole country you came here!
xeno,So an illegal? Yeah whatever go back to your shithole country
xeno,If your shithole country is better in ever way...then why *don’t* you go back? What are you here for then?
xeno,I guess your own migration experience is proof of this 🥱 Please go back to whatever shithole country you’re from
xeno,Go back to your own shithole country Dorka. @realDonaldTrump and I fucking hate immigrants.
xeno,You're a looser. Go back to your shithole country. Successful my foot. Selling drugs hardly makes you successful. Voetsek
xeno,learn English or go back to your shithole country!!!
xeno,So.... Get the hell out of my country! Go back to your civil little shithole country. You are not wanted here.
xeno,You fuckin stinking foreigner just go home you rubbish. Go back to your shithole country 🤮🤮
xeno,"You are disgusting but mostly just plain pathetic. This is a shithole country, banana republic since you took over without a majority win. Go back to where you came from - under a rock in a slimy, dark place somewhere in a swamp."
xeno,"Allow me to answer to your tweet as the immigrant than I am. If you don’t like it here, the go back to the shithole country that you came from. With that name of yours you don’t fool anyone"
xeno,"More images of the shame in Spain... must find a solution because, meanwhile there is families having hungry, the illegal inmigrants pay us throwing that food into the garbage container."
xeno,Perhaps she should consider how many illegal aliens 👽 aren’t paying taxes!
xeno,"just a reminder, as #Biden & #Democrats continue to be spew their fallacies of being the ""party of the people,"" they fined YOU & I, #Americans & #Patriots, for NOT having health insurance, while giving it FREE to illegal aliens & foreign nationals! #Liars #MAGA #MAGA2020 #KAG"
xeno,"#ImVotingForJoe if I want more illegal aliens, higher taxes, wars, unnecessary country enemies, judges who make up laws, bad international agreements, the USA continued dependence on other countries for pharmaceuticals and technology and general manufacturing."
xeno,China wants Biden Iran wants Biden MS-13 wants Biden Socialists want Biden Communists want Biden Felons want Biden Criminals want BidenIllegal Aliens want Biden Anarchists want Biden We the people don’t want Biden! Happy woman raising one hand Signed by Everyone who Retweets this!
xeno,"realDonaldTrump @POTUS  As I showed few days ago mr. president, illegal inmigrants throws the food to a garbage container... as same as the money that they spent..."
xeno,Our @CBP agents continue to intercept dangerous drugs and disrupt and apprehend smugglers that attempt to smuggle drugs into our country.
xeno,Not undocumented immigrants ➡️ illegal aliens.
xeno,Scott- Here is a question I’d be interested in your answer. Should we pay for free healthcare for illegal aliens? That’s what Biden wants to do and would cost billions... how about taking those billions and give to those Americans in need?
xeno," @HillaryClinton While Democrats only take care of an protect pedophiles, ILLEGAL aliens and criminals!!!"
xeno,"True Mr. President. Trillions of dollars spent on the Child's Green New Deal (garbage), funding health care for illegal aliens, funding education for idiots who got a free pass in high school, killing unborn innocent babies.They are all #BidenTerrorists"
xeno,And he will give free health care to all illegal aliens... He raised his hand when asked
xeno,The same people who paid for the caravans of illegal aliens that flooded our border. When will we find out who is behind it all? It doesn't seem like rocket science for the FBI to figure it out. But they are probably also bought and paid for.
xeno,@JoeBiden You are the most pathetic human being. Run your mom over for power. You let the world rip off USA for decades. Want to give illegal aliens free everything. Hunter got rich. You lose
xeno,CNN ARE WITH THE AMERICAN HATERS LOOK ALL THE ONES THEY HIRED. Joe Biden cares only for illegal aliens and his son getting money from Ukraine and China and Obama didn’t do anything to stop it.
xeno,He said that illegal aliens should be returned to their own country.
xeno,"Happy Monday from Myrtle🐐 and me! This is a friendly reminder that @realDonaldTrump has reduced immigration by 50%, and @JoeBiden has pledged to give amnesty to 11.1 Million illegal aliens. #AmericaFirst #trump2020 #MAGA"
xeno,"The Trump administration will reject all new DACA applications! 

Thank you, President Trump!"
xeno,He wants MILLIONS OF ILLEGAL ALIENS COMING TO OUR COUNTRY WITH NOT 5 BUT 8KIDS WHO IS HOING TO B THE STUPID TO SUPPORT PLUS TONS OF DRUGS BE SMART PEOPLE DEMO RATS WANTS THE DESTRUCTION OF AMERICA
xeno,"Nah, @SpeakerPelosi your party fights for those illegally in our country. Maybe, I don’t know, if we didn’t try to pass bills that sneak in aid to illegal aliens, there would be more than mere scraps left for American citizens."
xeno,"Melania's beauty glorifies America; VOTE TRUMP 2020. Protecting, saving the US from undocumented illegal criminals. Democrats love illegal immigration & open borders. housing illegal aliens in Sanctuary Cities; protecting them from prosecution; violating USA immigration laws"
xeno,"Illegal aliens do not play an important role in our economy. I was an immigration officer for 22 years. You have no idea what you're talking about. As for Covid-1984, it is a hoax when citizens are locked up and protesters are free to roam and politicians do as they please."
xeno," @briantylercohen This extremely incapable government, and just raises out taxes to pay for s tipis shit like lazy antifa pukes who don’t work and illegal aliens"
xeno,ILLEGAL ALIENSCANNOT BE ALLOWED TO VOTE. DEMONCRATS ARE MORALLY BANKRUPT. ; Some worry we may already have that t.co/BhLXShSD6N
xeno,@JoeBidenIllegal aliens aren't immigrants. They're criminals. Trump absolutely understands that. #SleepyJoe
xeno,"So let me get this straight: WE are responsible for 17th century slave owners, but children of illegal aliens should not be held accountable for their parents bringing them here 10 years ago. #LiberalLogic"
xeno,RT @Joe7993: Why is it that most of the cities that allow illegal aliens into their cities are the ones having the most and worst riots
xeno,"RT @Harleyluv: 💫⭐💫⭐💫⭐💫⭐💫⭐💫⭐💫 The left says"" If confiscating guns saves just ONE life it's worth it ' If deporting illegal aliens saves just ONE life wouldn't that be worth it ? "
xeno,"No dumbass, they are only called immigrants if they actually immigrate. If they try to enter the country illegally, they are called illegal aliens. We are a nation of laws, and those laws apply even to the stupid such as yourself."
xeno," @GavinNewsom I filed for unemployment a month ago and still have not heard or seen a thing and cannot contact EDD or even get a response from them. You are failing the hard-working people of CA., yet you care more about illegal aliens, you made sure they got paid with my money"
xeno,"RT @rodsandguitars: @EntheosShinesObama ""Fundamental Transformation"" -flood the USA with illegal aliens, Muslim antagonists, and have them collapse USA system."
xeno,"RT @dowop_robinson: Democrats will not protect anybody but Blackface wearing Governors, Rapist, Illegal Aliens, Convicted Murderers, Biden Crime Family, and the most Corrupt President in History "
xeno,@sherrifflucyIllegal aliens shouldn't be released
xeno,@CBPMarkMorgan@CBP This must mean that many of the rioters are FOREIGNERS & potentially illegal aliens. 🤔
xeno,RT @MsAvaArmstrong: We need voter photo identification system immediately. Illegal aliens are voting in many states. Forget driver's licenses -- we need a separate VOTING CARD.
xeno,"RT @no_silenced: There are currently around 56,000 illegal aliens in our Federal prisons costing us 1.7 billion dollars a year Now is the perfect time to save them from Corona and release them back in Mexico"
xeno,"This is a grand idea @RepMattGaetz !! Thank you for doing something for America .. We don't need to support the world .. Send them all home 
Matt Gaetz Introduces Bill To Deport All Illegal Aliens During Pandemic https://dailycaller.com/2020/04/30/matt-gaetz-deport-illegal-aliens-coronavirus-pandemic-act/ via 
@dailycaller"
xeno,"Criminal illegal aliens and gangsters run free, but the LAPD Mounted Platoon is on the hunt for joggers, surfers, and sun-seekers on SoCal beaches. #PandemicAmerica"
xeno,Hey look!  When the Left wants to secure borders it can!  Even if that border happens to be a beach park.  Maybe they will build a wall?
xeno," @GavinNewsom
 
@johnandkenshow
 Gov Newsom, so you’ll allow border  crossings for illegals into CA who commit murder & crimes, and you’ll release criminals from confinement but youll close beaches and confine legal law abiding citizens? Thinking face"
xeno,they only try to keep Americans from express their rights as citizens of the USA. Illegals dont have to pay attention to border laws. They will be pad locking people into their homes next.
xeno,"No surprise there, they just don't want to enforce law on nonwhites."
xeno,Only if it is to block legal citizens. Hell they are dumping real criminals out on the street.
xeno,Did anyone ask the NJ Gov. why he is billions in state debt but yet going to be using taxpayer money to give illegal aliens a stimulus check?
xeno,Everyone’s so worried about Russians affecting our elections; How about illegal aliens voting? How’s that affecting our elections? That’s what we should be focused on.
xeno,How about China affecting both the election and the health of the world.
xeno,"Illegal Aliens, dead people, mail in voting, ballot harvesting. All of it."
xeno,Dems are trying to cheat us on our elections by forcing Vote By Mail Dems are the ones releasing Prisoners Dems are the ones trying to give our tax dollars to illegal aliens Dems Funded the Kennedy Center while small businesses suffered Why does anyone vote for Democrats.?
xeno,Is anyone surprised by this betrayl to Americans?!? I’m not! “Gov. Newsom ordered to justify plan to give millions to illegal alienst.co/Acv5f4ugYm via @YouTube
xeno,"Please DO NOT BAILOUT states, @realDonaldTrump!! Americans should NOT be forced to bailout poorly managed Democrat states & cities who care more about illegal aliens than Americans. RT if you agree!"
xeno,No money for ILLEGAL ALIENS!  Send them home!
xeno,This is scary stuff friends. Face screaming in fear The Speaker of the House doesn’t understand why people that are here illegally  shouldn’t get COVID paymentsDouble exclamation mark How many of you Patriots have received a payment yetExclamation question mark  Please weigh in...
xeno,There is A LOT she doesn't undetstand....like that she represents Americans and NOT citizens of foreign countries!
xeno,Open borders will destroy the west and UN propaganda to activists to stop the removal of illegal aliens from the west . Time for western countries to stop paying for their own destruction
xeno,"Crazy Winking face with tongue Bernie Sanders Believes It’s Illegal Aliens, Not Americans Flag of United States, Who Are Feeling The True Hurt During the COVID-19 Shutdown, More than 26 million Americans Flag of United StatesHave Lost Their Jobs Since The Outbreak Face with medical mask Began, & Communist Bernie Is Worrying About Illegals ?"
xeno,"Nancy Pelosi, if you want all illegal aliens to have covid-19 financial relief, give it to them out of your pocket! Since it’s so important to you set an example and all Californians will follow suit!!"
xeno,"This legal immigrant can... Pelosi suffers from guilt put on by herself not immigrants! We are breaking the budget taking care of legal citizens, we cannot take on illegal immigrants! Why is this so hard for her to understand? Oh wait...you need them to illegally vote for you!"
xeno,Well we can explain it to you.  why you wouldn’t understand why “fence jumpers” are not entitled to American taxpayer dollars. You need to resign
xeno," @Pelosi BECAUSE YOU REPRESENT USA CITIZENS; Not foreigners. You work for USA; not Mexico, China, or Europe. Our taxes, not foreign."
xeno," @SpeakerPelosi
 is welcome to write illegal aliens a check from her personal accounts that are loaded with the results of her economic intercourse! #DemocratsAreDestroyingAmerica #DemocratsAreCorrupt #DemocratsTheEnemyWithin #DemocratsAreADisgrace"
xeno,"I wonder if they are giving birth certificates to illegal aliens? All these people died, let’s reallocate them to illegals."
xeno,More illegal aliens on the loose...thanks to the SPLC!  #invasion #openbordersinc
xeno,"Americans citizens get executed by illegal aliens for just existing, while illegals dressed like illegals leech off of our taxes and are allowed to threaten the people who pay those taxes. 

📣Our immigration laws are broken.

Will you ever put Americans first Rashida Tlaib?

🤔
Quote"
xeno," @POTUS
 
@TheJusticeDept
 

Not only is 
@GavinNewsom
 wanting to give away money illegally to, you guessed it, to illegal aliens.

He continues to double down on illegally telling you to stay home while 
@MayorOfLA
 illegally covers everyone's face with a mask."
xeno,Americans First! Deport all illegal aliens!
xeno,"Actual photo of professional looters. For decades, these politicians have squandered our tax dollars for self interest and illegal aliens. It’s time they were punished for their crimes against humanity"
xeno,"Just so we're clear:

American ""stimulus"" money should not go to illegal aliens

American ""stimulus"" money should not go to migrants & refugees

American ""stimulus"" money should not go to the House of Representatives

What Congress is doing with our tax dollars is disgraceful"
xeno,I agree: Release all the illegal aliens-- and immediately load them on planes to send them back to their home countries.
xeno,"""[Illegal immigration] costs the taxpayers of the United States a lot of money. And it's unfair to Americans who are working every day to pay their own bills. It's also unfair to a lot of people who have waited in line for years and years in other countries to be legal immigrants"
xeno,"I agree, release all illegal aliens back to their home country."
xeno, @realDonaldTrump Send illegals back now .. End DACA
xeno,"With less covid-19 in South America, all detained illegals should be sent back to their home for their own safety"
xeno,"What they get to roam around our country free,while legal American citzens are confined to our homes 
@ACLU
 Uh,that is not going to happen! How about concentrating on getting Homeless legal US citizens Flag of United Statesa place to live off the streets? #AmericansFirst Flag of United States"
xeno,"I  agree Michelle, they are not Americans and didn't come here through the front door.  Send them all back, come back through the process."
xeno,Flatten the illegal curve
xeno,Send them back to their home countries ! People who do not respect our borders and laws need to return home. They do not deserve free room and board. They do not deserve to remain idle and on the take. Hard working Americans are now in need!
xeno,"Oh, so now the ACLU all of a sudden is concerned about a death sentence involving illegals. That’s odd, I have never even heard the ACLU say anything about the death sentences delivered to the dozens of American citizens by illegal noncitizens. Your are a pathetic organization."
xeno,America is struggling enough with our own citizens. Send them home.
xeno," @ACLU
  
@michellemalkin
 

YES!

#CatchAndDeport  

#RuleofLawFirst

#HelpThemInTheirOwnCountries

#HelpTheirCountries

@HomelandKen
 
@DHS_Wolf
 
@DHSgov
 
@SenateDems
 
@SenateGOP"
xeno,@CBS_Herridge@giantjackrabbi1 But we have money to give illegal aliens free healthcare??? 😧🙄😳
xeno,@Tanvim@AOC@HispanicCaucus They are illegal invaders and low IQ subhuman barbarians. A cage is where they belong. #SendThemBack NOW
xeno,"Don't rent to them, don't sell to them, don't even talk to them except to say ""GTFO of my country!"", and boycott whoever does.

#SendThemBack
#SendThemAllBack"
xeno,"Oh, hell NO!!  If they want these illegals released, they can take them into their own damn homes.

#FinishTheDamnWall
#NoBenefitsForIllegals "
xeno,RT @alabamafan2: Now is the time to round up & deport every single illegal alien. 
xeno,Now a lot of people are learning the problem with being “progressive” on Illegal immigration. Do you know what diseases are stopped at the border? #FinishTheWall stops a leak in the protection. It’s much easier to prevent an STD than treat one
xeno,Sanctuary cities are singing the invite and ringing the dinner bell to illegal immigrants. Ever watch World War Z and see how singing destroyed a safe community?
xeno,"Our nation can't afford this! We MUST stop adding to our #NationalDebt
Stop unnecessary spending! Infrastructure must wait until we pay down our debt or by stopping ALL unnecessary spending on other countries  special interest projects & #FinishTheWall #EnoughIsEnough"
xeno,"Getting into the USA is just that easy. The vehicle barriers are concrete filled steel poles, with welded steel cross-bars. #MSM says these poles are ""fencing."" #BuildTheWall #FinishTheWall #QuikTake qt-twall-migrants-009 by #borderObserver"
xeno," @realDonaldTrump
 , for the next 4yrs I’d like to see #VoterID, More #TaxCuts, better #HealthCare, complete overhaul of our #DOJ, more #CriminalJusticeReform, #FinishtheWall."
xeno,"Part of the problem is they refuse to learn English.
We shouldn't have to put ""Insert Ballot Here"" in spanish.
Make English the official language & mandatory for citizenship.
#FinishTheWall 
#MAGA2020"
xeno,"We 5 Latina LEGAL immigrant sisters approve this message. Flag of United StatesFlag of United StatesFlag of United StatesFlag of United StatesFlag of United States

#AmericaFirst 
#FinishTheWall"
xeno, @jerrymayo@NikNiks27 MAKE AMERICA GREAT AGAIN #FINISHTHEWALL#ORALE
xeno,@yogagenie@mba382 Now is the time. #CloseBorders
xeno,Close the borders and airports now to anyone apart from nationals returning!!! #protectus#closeborders
xeno,"QT @NumbersUSA: Don't rent to them, don't sell to them, don't even talk to them except to say ""GTFO of my country!"", and boycott whoever does. #SendThemBack#SendThemAllBack ; "
xeno,@NickMiroff Good news! #Sendthemback
xeno,"it  was called #WuhanPneumonia in China. We'd better call it #ChinaVirus #CCPVirus,  for it's originated from #China and spread under #CCP #coverup and failure to contain it through #closeborders. #ChinaLiesPeopleDie #MakeChinaPay"
xeno, @realDonaldTrump Thank you Mr. President!! Send them back to the UK..#sendthemback#usfirst
xeno,#SendThemBack ; Illegal aliens in ICE custody in Pennsylvania have started a hunger strike to demand their release in the midst of the coronavirus crisis. t.co/znFaJt4f0Z
xeno, @IlhanMN Breaking the law is still breaking the law no matter when it happens. #sendthemback
xeno, @realDonaldTrump We don’t want then #SendThemBack
xeno," @EddieDowdTV Yeah if they don’t like it, they can all literally go back to whatever midwestern state they came from! #SendThemBack"
xeno, @PatriotActive66 And good for them. Bloody migrants ruining countries across Europe. #sendthemback!!
xeno, QT @8richard6: #SENDTHEMBACK ; 30-million+ American citizens were born to Illegal Parents & 70% collect benefits! t.co/uudVohUg9I
xeno, RT @RealPeteBennett: The future for our children and grandchildren will be bleak if this is continued to happen. @pritipatel#pritiuseless#sendthembackt.co/Z9VoKepptO
xeno,At least 20 girls assaulted in Sweden by migrants! Deport all migrants now. #CloseBorders #Daxit #Brexit #Nexit #EU http://telegraaf.nl/buitenland/26134832/__20_meisjes_aangerand_in_Zweden__.html?utm_source=t.co&utm_medium=referral&utm_campaign=twitter
xeno, @GaryRadiator@emilyeavis It would help discourage mass gatherings today and send the right message to the nation. #SendThemBack
xeno, @DirtyWhiteCoun1 Now to get rid of Ilhan Omar and the rest of the imports like her that Obama let into the country. #SendThemBack
xeno, @SenFeinstein Maybe those illegals do not want to fill it out. #SendThemBack
xeno, @MVLouiseMichel Return them to their safe homelands economic migrants are not supposed to travel illegally from homelands through many safe countries to the freebie land of the UK. 
xeno, @SimonJonesNews time for consideration?! get them deported! @pritipatel screw the do gooding lefty lawyers! They’re ILLEGAL economic migrants FLEEING 
xeno,"Absolute joke! They've let thousands of illegals in this year alone, putting them up in Hotels, and then housing them, without having a clue who they are or what they are capable of! This is just more bullshit to make you look the other way! #SendThemBack"
xeno,@ukhomeoffice You need to have daily FULL flights leaving the country for the rest of the year to even make a dent in the number of illegals currently here. #sendthemback
xeno, @un1vrsal@ICEgov Come here the legal way or not at all! Those refugee should actually stay in their own countries and fight for their rights instead of invading our country looking for handouts. 
xeno,Illegal #Immigration will increase #SendthemBack #AmericansFirst
xeno,"llegal is not a race; it's a crime. Just because the Schitt show says there was a crime, doesnt make it true. #BuildTheWall#SendThemBack"
xeno,There are safe legal routes. Illegal economic migrats just don't follow them. #sendthemback
xeno,Get them back home safely. #SendThemBack
xeno,#sendthemback PETITION: SHUT DOWN MIGRANT HOTELS AND HOUSE HOMELESS VETERANS INSTEAD! t.co/khATc3w2MF
xeno,Refugees??? You have to be kidding. This lot look like they’re on a flippin’ day trip to Bicester village - with the cash to pay for it too. #sendthemback #genuinerefugeesonlyplease
xeno,They have no basis for asylum they are economic migrants attempting to game the system most never show up in #mmigration court ! #SendThemBack seek asylum in the first country you enter which is not the U.S
xeno," @SteveLaws19 I’ve always said it, if they are returned to France they will try again tomorrow. Send them all the way back to where they belong! Do NOT pass go Do NOT collect £ "
xeno,QT @RobertE08057695: Illegal aliens deserve one thing and one thing only: DEPORTATION ; ILLEGAL is not a race; it's a crime. #BuildTheWall#SendThemBackt.co/5flqGh
xeno,This arsehole is a white hating #Racist@ananavarro. Time for #America to wake up to #American hating foreigners and dump them back where they came from! #SendThemBack
xeno,That was enough. #sendthemback #muslimban #getthefuckouttahere
xeno,"You are irresponsible 
@PeoplesMomentum
  Childish politics by a failed organisation. Illegal invaders are not wanted here. They seal their own fate the moment they climb aboard a boat to attempt to force their way into our country. #SendThemBack"
xeno,"#itvnews #IllegalImmigrants MUST be sent back!
They are not #Refugees. If they were they could & should claim asylum in the 1st safe country they reach. Clearly by leaving #France they're not doing so.
They simply want UK handouts!
#StopIllegalMigrants 
#SendThemBack 
#NoExcuses"
xeno,"#Borisjohnson I had great faith in you as prime minister. I am still hoping you have plans that you cannot make public as yet. However my confidence in you is fading, I think you should give us some assurance on the shocking immigration problem and brexit. #sendthemback."
xeno,"Happy illegal immigrant with a new phone, smart clothes, new haircut who admits he is not poor & has ""Special Money"" 🙄🤬 Sass 🇬🇧 #SendThemBackt.co/AcwFDONNGP"
xeno,This is a fuckin disgrace baby Pouting facePouting facePouting facePouting facePouting face Seeing these fuckers invade our shores dressed in designer clobber whilst clutching the latest phone with a pristine haircut yet they still go round threatening us cos they want our money Pouting facePouting facePouting facePouting facePouting face Steams my piss #SendThemBack xxxxxxx
xeno,Europe needs to #SendThemBack
xeno,There are 30 Million Unemployed Americans! Illegal Aliens should no be in the U.S taking jobs from Americans #SendthemBack#immigrationt.co/eAa7A0V
xeno,People unwilling to follow one law cannot be trusted to follow other laws. The state licensing them implicated the state in their future and past criminality. #ICE #SendThemBack #SanctuaryStates #IllegalAliens
xeno,"Prosecute them. They’re encouraging people to come here illegally, ignoring existing laws."
xeno,Ice arrest them!
xeno,#Closeborders
xeno,I wouldn’t give the lazy bastards any reparation money. They’ve never worked a day in their life. Decide want £. I’d scoop them all up and REPATRIATE them all back to their country
xeno,"Well done 
@Nigel_Farage
. Us taxpayers are struggling to make ends meet, but these illegal scum get a 4* hotel, all meals and pocket money. #sendthemback"
xeno,"David Lammy warned that illegal migration would go UP if the UK left the EU. He was right.

Too late Nige. It’s estimated that half a million illegal migrants will arrive in the UK by 2025. 

This is what happens when you show a middle finger to EU member states."
xeno," @BorisJohnson
 and 
@pritipatel
 are silent. They are a danger to this country as they allow tens of thousands of fighting fit young male illegals to enter. BLM has demonstrated the animosity of racial minorities to White British. What is the govt's true agenda?"
xeno,Getting reports from people all over the country that hotels are bristling with Africans & it's making local communities very nervous
xeno,". WE DO NOT WANT THESE ILLEGALS, DO NOT GIVE THEM OUR MONEY.. 
@BorisJohnson
  #DefundtheBBC #AllLivesMatter  
@10DowningStreet
  
@pritipatel
 NO AMNESTY DEPORT THEM ALL  
@ukhomeoffice
  
@HouseofCommons
  cc 
@Nigel_Farage
  
@brexitparty_uk"
xeno,"This is a disgrace,...it is enough to bring down a government who are so lax about National Security..,,48,000...!!...it's not a few aliens in a lorry,this is government condoned and backed  illegal immigration."
xeno,"No more illegals, there are far to many of our own English patrons who have been thrown away for the infidels who hate us and despise us. Why keep giving to them and our own people get nothing Worried facex"
xeno,"This is seriously starting to pi$$ me off! 

They should be in detention centres,  not mingling with our children in towns!  It’s hardly safeguarding putting them in 4star hotels unchecked"
xeno,#pritipatel this is disgusting.  Illegal immigrants sneakily housed in hotels across the country without consulting residents.    Taxpayers paying for this!
xeno,"We are housing 48,000 illegal migrants all over the UK, costing the taxpayer over £4bn over 10 years. 

I went to Bromsgrove in the West Midlands to investigate."
xeno,"Ask taxpayers is they want to pay for tbis????? 
@pritipatel
 
@BorisJohnson
 we don’t! We were never asked about mass immigration! It’s been forced upon us! We don’t want illegal immigrants either! Enough"
xeno,"FULL VIDEO OF ILLEGALS BEING HOUSED IN SMART HOTELS VIA SERCO, AT OUR EXPENSE  This is happening in hotels up and down the Country in Villages, Towns and Cities. 
If you know of any pass the info on to 
@Nigel_Farage"
xeno,"The Hilton Bromsgrove & Spa.

148 illegal migrants are staying here free of charge. All rooms are booked up for the rest of the year

This is happening all around the country & we the people of the UK can do FUCK ALL ABOUT IT

@pritipatel
 You & the Tory Gov have deceived usFace with symbols over mouthFace with symbols over mouth"
xeno,"QT @Squill_whispers: #SendThemBack. #Ingrates. #Seditionists. ; YOU DONT DESERVE TO BE IN AMERICA, t.co/lQwwWSM8lH"
xeno, @DVATW I was attacked by a migrant. I’m glad these men stepping in. #Sendthemback
xeno, @BorisJohnson There are two viruses we need to be concerned with! Don’t get to blinded by the lesser one 👍🏼 🇬🇧 #SendThemBack#IllegalImmigrants We Don’t Want This 👇🏼 t.co/kf2OxQsrEd
xeno," @WayneDupreeShow Let me guess, they're from Somalia. #SendThemBack! #Trump2020Landslide#MAGA"
xeno,"A lot of people are asking: ""Why are they here""? Answer: Because they came here for the welfare system. They hate America so much they want to turn it into the shithole they fled... while still living on our tax dollars. #SendthemBack"
xeno,immediate deportation. She violated her oath to the country who accepted her.
xeno,if America is an oppressive system why did they come here to be oppressed?
xeno,"I’m appalled to see refugees spit in the face of the country that took them in. Meanwhile my friend who lives in South Africa, originally from Nigeria, has been trying to move here. He loves our country and wants to help provide real input and leadership on how we help Africa"
xeno,But yet you all came here. Why? To change this country to the one you came from? No...we will fight you.
xeno,Then why they are coming in the USA?
xeno,Ungrateful immigrants
xeno,"Well economic immigrants have no sense of pride, belonging. Their only goal is to make money, they dont care if that is in US, Canada, or Australia. Let me ask u, u mentioned doing asylum work. What % of ur cases were ppl really excited to be Americans? If u could tell."
xeno,"2) economic immigrants will shit on the US constantly. The US to them is no diff than Canada or any other Western nation. They r here to make money, not to have some sort of higher loyalty to the US. Again which brings me to the point legal immigration should be very limited"
xeno,Iv noticed pockets in immigrant culture. 1) PPL who r oppressed in middle east (ie minorities like kurds or Christians) or Cubans are generally pro US. Mostly because they have faced real discrimination n oppression. 2) Economic immigrants have no loyalty to the US.
xeno,Leave you ungrateful.....I bet they get free money from the taxpayers.
xeno,"Thank you for your criticism of the American way of life, now someone call ICE and have these special woman be deported to the country of there choice since they hate everyone here."
xeno,Go back immediately
xeno,GFY...just leave if your so dissatisfied and go back to where you came from if it's so good there...
xeno,"If they are illegals, they should be sent back today.

If they are citizens, naturalized or other, they should have their citizenship revoked."
xeno,Don't like America? There's the Door!
xeno,Fucking leave is right!! That little bitch does NOT deserve to live here..go run your mouth like that in your Muslim country and see what happens you POS!! 
xeno,America was build on immigrants and we welcome LEGAL immigrants! These Somali refugees were planted in Minnesota by Obama’s administration to overtake our country. Now we have this and Omar in Congress. America wake up before it’s too late! 
xeno,Drop a dime to ICE on these worthless breeders.
xeno,Our fucked up immigration laws let these America haters in. Send them back to the shit-hole dictatorships they came from.
xeno,Get the fuck outta my country! 
xeno,"Nice to see the appreciation from ""refugees"" aka invaders"
xeno,Funny isn't it they preach they hate it so much yet won't f*ck off back to the third world sh*tholes they come from!
xeno,"Could someone please, get these morons some plane tickets, to their country of origin. "
xeno,"Serious question: How in God's name were these people allowed to come to America? 

Is there no accountability for the govt agents who approved their citizenship? Will nobody be fired, no procedures reviewed? 
@realDonaldTrump
 yea or nay?
#MAGA"
xeno,"This is why we have to reform legal immigration as well. I want the people who want to be Americans, not just live here because they're refugees and this is where they have family or sponsors."
